ID	File	Language	Dialect	Vernacular Title	Licence Type	Licence Version	CC Licence Link	Copyright Holder	Copyright Years	Translation by
hauulb	E:\Work\eBible\projects\hauulb\copr.htm	Hausa		Litafi Mai-tsarki	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2020	Translation by: Alakirawa, Bayan, Chrispher Ishaya, Dabere, Dacuhus Timothy Danjuma, Danjay, Danjuma Alfred H, Euang Hediza Naohammed, Franklyn Ukazu Udochukwu, Gideon, Gokop, Habibu, James, Kiash Dachung Butus, Lazarus, Nadaki M. Philip, Nenching, Paul, Rebecca, Rev. Ayuba Taiba, Rev. Cain Yusuf Daniel, Rev. Dalhatu Dambo Ayuba, Rev. Dr. Tambanya Yahaya, Rev. Dr. Yakubu Hassan, Rev. Hannatu Samuel Ndberhukwu, Rev. Ibrahim Kassim, Rev. M. Dan'Amarya, Rev. Yakuba Ayuba
haw1868	E:\Work\eBible\projects\haw1868\copr.htm	'Olelo Hawai'i (Hawaiian)		Baibala Hemolele	Public Domain			Public Domain		Translation by: na na misionari i pai
hbo	E:\Work\eBible\projects\hbo\copr.htm	עברית (Hebrew)	Biblical/Ancient	כתבי הקודש	Public Domain			Public Domain		
hboWLC	E:\Work\eBible\projects\hboWLC\copr.htm	עברית (Hebrew)	Biblical/Ancient	כתבי הקודש	Public Domain			Public Domain		
hchNT	E:\Work\eBible\projects\hchNT\copr.htm	Huichol		Cacaüyari niuquieya xapayari türatu hecuame hepaüsita tatiʼaitüvame tasivicueisitüvame Quesusi Cürisitu miʼatüa	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1988	Translation by: Wycliffe Bible Translators, Inc.
heb	E:\Work\eBible\projects\heb\copr.htm	עברית (Hebrew)		תנ ך עברי מודרני	Public Domain			Public Domain		
hegNTpo	E:\Work\eBible\projects\hegNTpo\copr.htm	Helong		Buk Niu In Hida Balu nol Dehet deng Apan-kloma ki in Dadi ka	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Unit Bahasa dan Budaya	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
hin2017	E:\Work\eBible\projects\hin2017\copr.htm	हिन्दी भाषा (Hindi)		पवित्र बाइबिल	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017, 2018	Translation by: Bridge Connectivity Solutions
hixNT	E:\Work\eBible\projects\hixNT\copr.htm	Hixkaryána		Khoryenkom Karyehtanà	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
hla	E:\Work\eBible\projects\hla\copr.htm	Halia			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Papua New Guinea and Wycliffe Bible Translators, Inc.	copyright © 2020	Translation by: Wycliffe Bible Translators
hlt	E:\Work\eBible\projects\hlt\copr.htm	Matupi Chin (Chin, Matu)		Baibal Olcim	Public Domain			Public Domain		
hltmcsb	E:\Work\eBible\projects\hltmcsb\copr.htm	Matupi Chin (Chin, Matu)		Baibal Olcim	Public Domain			Public Domain		
hltthb	E:\Work\eBible\projects\hltthb\copr.htm	Tuivang (Chin, Matu)	Tuivang	Tuivang Holy Bible	Public Domain	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Public Domain		
hmo	E:\Work\eBible\projects\hmo\copr.htm	Hiri Motu (Motu, Hiri)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: The Bible Society of Papua New Guinea
hnsNT	E:\Work\eBible\projects\hnsNT\copr.htm	Hindustani, Caribbean		Parmeswar ke naawa poestak	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
hopNT	E:\Work\eBible\projects\hopNT\copr.htm	Hopi		God Lavayiyat Aṅ Puhuvasiwni	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
hot	E:\Work\eBible\projects\hot\copr.htm	Hotê-Malê (Malei-Hote)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc. and The Malê people	copyright © 2010	Translation by: Wycliffe Bible Translators
hrv	E:\Work\eBible\projects\hrv\copr.htm	Hrvatski (Croatian)		Sveta Biblija	Public Domain			Public Domain		
hto	E:\Work\eBible\projects\hto\copr.htm	Minica Huitoto (Huitoto, Minica)		Juziñamui Ñuera Uai	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
hubNT	E:\Work\eBible\projects\hubNT\copr.htm	Huambisa		Yuusa chichame yaunchukia tura yamaram chichamjai aarmau	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
hui	E:\Work\eBible\projects\hui\copr.htm	Huli			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Bible Society of Papua New Guinea
hun	E:\Work\eBible\projects\hun\copr.htm	Magyar		Biblica® Nyitott Újszövetség: élet, igazság és világosság	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2021	
husNT1971	E:\Work\eBible\projects\husNT1971\copr.htm	Huastec		An it jilchith cau cʼal i Ajatic Jesucristo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1971	Translation by: Wycliffe Bible Translators, Inc.
husNT2005	E:\Work\eBible\projects\husNT2005\copr.htm	Huastec		Nin tének káwintal an okˀóxláb	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005	Translation by: Wycliffe Bible Translators, Inc.
huuNT	E:\Work\eBible\projects\huuNT\copr.htm	Huitoto, Murui		Jusiñamui uai: Jusiñamui jito rafue illa rabenico	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
huvNT	E:\Work\eBible\projects\huvNT\copr.htm	Huave, San Mateo Del Mar		Jayats nanderac wüx miteatiiüts Jesucristo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
hvn	E:\Work\eBible\projects\hvn\copr.htm	Hawu		Maꞌu	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Unit Bahasa dan Budaya	copyright © 2016	Translation by: Wycliffe Bible Translators
ian	E:\Work\eBible\projects\ian\copr.htm	Ngepma Kwundi (Iatmul)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
ignNT	E:\Work\eBible\projects\ignNT\copr.htm	Ignaciano		Eta Táurinaquene máechajiriruvahi ema Viya eta viyehe, ticaijare puito Eta Nuevo Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
ikkNT	E:\Work\eBible\projects\ikkNT\copr.htm	Ika		Elu Ọhụn: Ẹkụkwọ-Nsọ (Azụụn Ọhụn rịn'a)	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe	copyright © 2010	Translation by: Wycliffe
ikwNT	E:\Work\eBible\projects\ikwNT\copr.htm	Ikwere		Tẹsitamenti Ikne n'Ọnu Ikwere	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe	copyright © 2010	Translation by: Wycliffe
iloulb	E:\Work\eBible\projects\iloulb\copr.htm	Ilocano		Ti Biblia	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2019	Translation by: Door43 World Missions Community
imo	E:\Work\eBible\projects\imo\copr.htm	Imbo Ungu			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	The Bible League	copyright © 1997	Translation by: Wycliffe Bible Translators
inb	E:\Work\eBible\projects\inb\copr.htm	Inga		Kaipimi Taita Dius Rimaku	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
ind	E:\Work\eBible\projects\ind\copr.htm	Indonesian		Perjanjian Baru dalam Terjemahan Sederhana Indonesia Edisi Kedua	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	oleh Yayasan Alkitab BahasaKita (Albata)	copyright © 2013	Translation by: Albata
indags	E:\Work\eBible\projects\indags\copr.htm	bahasa Indonesia (Indonesian)		Alkitab Gratis untuk Semua	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/			
ino	E:\Work\eBible\projects\ino\copr.htm	Inoke-Yate			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1992	Translation by: Wycliffe Bible Translators
iou	E:\Work\eBible\projects\iou\copr.htm	Tuma-Irumu			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1997, 2011	Translation by: Wycliffe Bible Translators
ipi	E:\Work\eBible\projects\ipi\copr.htm	Ipili			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
isn	E:\Work\eBible\projects\isn\copr.htm	Kiisanzu (Isanzu)		Isanzu Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door 43 International Mission Community	copyright © 2020	Translation by: Door 43 International Mission Community
ita1885	E:\Work\eBible\projects\ita1885\copr.htm	Italiano (Italian)		Sacra Bibbia	Public Domain			Public Domain		
ita1927	E:\Work\eBible\projects\ita1927\copr.htm	lingua italiana (Italian)		Riveduta Bibbia 1927	Public Domain			Public Domain		
iws	E:\Work\eBible\projects\iws\copr.htm	Sepik Iwam (Iwam, Sepik)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1989	Translation by: Wycliffe Bible Translators
ixlCNT	E:\Work\eBible\projects\ixlCNT\copr.htm	Ixil	Cotzal	Viakʼla txumbʼal u tioxh	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2001	Translation by: Wycliffe Bible Translators, Inc.
ixlNNT	E:\Work\eBible\projects\ixlNNT\copr.htm	Ixil	Nebaj	U ak' Testamento tu kuyob'al	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
jacNT	E:\Work\eBible\projects\jacNT\copr.htm	Jakalteko		Nuevo Testamento yin̈ abxubal	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1997	Translation by: Wycliffe Bible Translators, Inc.
jae	E:\Work\eBible\projects\jae\copr.htm	Jabem (Yabem)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
jao	E:\Work\eBible\projects\jao\copr.htm	Yanyuwa		Selections from Luke, Mark, Acts, Genesis, Ruth, and Romans	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1980	
jicNT	E:\Work\eBible\projects\jicNT\copr.htm	Tol		Dios Tjevele Jupj 'Üsüs La Qjuisiji Jesucristo Mpes	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
jid	E:\Work\eBible\projects\jid\copr.htm	Jida (Bu)		Bu New Testament	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2020	Translation by: Door43 World Missions Community
jivNT	E:\Work\eBible\projects\jivNT\copr.htm	Shuar		Yus Papí: Shuarja̱i̱ Yus Yamaram Chicham Najanamu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
jni	E:\Work\eBible\projects\jni\copr.htm	Ajanji (Janji)		Janji Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door 43 International Mission Community	copyright © 2020	Translation by: Door 43 International Mission Community
jpn1965	E:\Work\eBible\projects\jpn1965\copr.htm	日本語 (Japanese)		新改訳新約聖書(1965年版)	Public Domain			Public Domain		Translation by: Shinkaiyaku Seisho Kankokai
jvnNT	E:\Work\eBible\projects\jvnNT\copr.htm	Javanese, Caribbean		Kitab sutyi prejanjian anyar ing Basa Jawa Suriname sing gampang	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
kan2017	E:\Work\eBible\projects\kan2017\copr.htm	ಕನ್ನಡ (Kannada)		ಇಂಡಿಯನ್ ರಿವೈಜ್ಡ್ ವರ್ಸನ್ (IRV) - ಕನ್ನಡ - 2019	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017	Translation by: Bridge Connectivity Solutions
kaqNT	E:\Work\eBible\projects\kaqNT\copr.htm	Capanahua		Noquen hihbaan joi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
kbcNT	E:\Work\eBible\projects\kbcNT\copr.htm	Kadiwéu		Gela Liwai Lotaɡ̶anaɡ̶axi Aneotedoɡ̶oji	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
kbh	E:\Work\eBible\projects\kbh\copr.htm	Camsá		Bëngbe Bëtsa Cabëngaftaca Entsoyebuambna	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
kbm	E:\Work\eBible\projects\kbm\copr.htm	Iwal			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1984	Translation by: Wycliffe Bible Translators
kbq	E:\Work\eBible\projects\kbq\copr.htm	Kamano-Kafe (Kamano)			by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Tyndale Bible Translators	copyright © 2022	Translation by: Tyndale Bible Translators
kdc	E:\Work\eBible\projects\kdc\copr.htm	Kutu		Lagano da Sambi kwa Wanhu Wose	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2014	Translation by: Pioneer Bible Translators
kde	E:\Work\eBible\projects\kde\copr.htm	Makonde		LILAILANO LYAHAMBI LYA NNUNGU KWA VANU VAMMALELE	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators
kdlNT	E:\Work\eBible\projects\kdlNT\copr.htm	Tsikimba		Kazuwamgbani ka savu n Tsikimba n aɓon a ɗa a ɗanga̱sai a kazuwamgbani ka cau	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
kekNT	E:\Work\eBible\projects\kekNT\copr.htm	Q'eqchi'		Li Santil hu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2000	Translation by: Wycliffe Bible Translators, Inc.
kenNT	E:\Work\eBible\projects\kenNT\copr.htm	Kenyang		Ɛkáti Nku Nkɔ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
kew	E:\Work\eBible\projects\kew\copr.htm	West Kewa			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	The Bible Society of Papua New Guinea in cooperation with Wycliffe Bible Translators, Inc.	copyright © 2003	Translation by: Wycliffe Bible Translators
kgf	E:\Work\eBible\projects\kgf\copr.htm	Mongi (Kube)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Global Bible Translators	copyright © 2012	Translation by: Global Bible Translators
kgkNT	E:\Work\eBible\projects\kgkNT\copr.htm	Kaiwá		Nhandejáry Nhe'ẽ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2006	Translation by: Wycliffe Bible Translators, Inc.
kgpNT	E:\Work\eBible\projects\kgpNT\copr.htm	Kaingang		Topẽ vĩ rá	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
khs	E:\Work\eBible\projects\khs\copr.htm	Kasua			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2016	
khz	E:\Work\eBible\projects\khz\copr.htm	Kalo (Keapara) (Keapara)	Kalo		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
kik	E:\Work\eBible\projects\kik\copr.htm	Kikuyu (Gikuyu)		Biblica® Kiugo Gĩtheru Kĩa Ngai Kĩhingũre	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2013	
kiw	E:\Work\eBible\projects\kiw\copr.htm	Kope (Kiwai, Northeast)	Kope		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2022	
kiz	E:\Work\eBible\projects\kiz\copr.htm	Kese (Kisi)		Kisi Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door 43 International Mission Community	copyright © 2020	Translation by: Door 43 International Mission Community
kjeNT	E:\Work\eBible\projects\kjeNT\copr.htm	Kisar		Makromod lalap lirna wawan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Yayasan Sumber Sejahtera	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
kjn	E:\Work\eBible\projects\kjn\copr.htm	Guguminjen (Kunjen)	Oykangand	Kunjen Mark Portions	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators Australia	copyright © 1967	Translation by: Bruce and Elaine Sommer
kjs	E:\Work\eBible\projects\kjs\copr.htm	East Kewa			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2004	Translation by: Wycliffe Bible Translators
kkc	E:\Work\eBible\projects\kkc\copr.htm	Odoodee			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2006, 2015, 2017	Translation by: Wycliffe Bible Translators
kkl	E:\Work\eBible\projects\kkl\copr.htm	Mek Kosarek (Yale, Kosarek)		Allah Yubu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
kky	E:\Work\eBible\projects\kky\copr.htm	Gugu Yimidhirr (Guugu Yimidhirr)		Matthew sample	Public Domain			Public Domain		
kld	E:\Work\eBible\projects\kld\copr.htm	Gamilaraay		GURRE KAMILAROI	Public Domain			Public Domain		
klt	E:\Work\eBible\projects\klt\copr.htm	Nukna			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2013, 2017, 2020	Translation by: Wycliffe Bible Translators
klv	E:\Work\eBible\projects\klv\copr.htm	Maskelynes		Nasoruan siGot len nasoruan ta Uluveu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2013	Translation by: Wycliffe Bible Translators
kmg	E:\Work\eBible\projects\kmg\copr.htm	Kâte (Kate)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	The Bible Society of Papua New Guinea	copyright © 1978	Translation by: Bible Society of Papua New Guinea
kmh	E:\Work\eBible\projects\kmh\copr.htm	Kalam	central		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1992	Translation by: Wycliffe Bible Translators
kmh-m	E:\Work\eBible\projects\kmh-m\copr.htm	Minimib (Minimib dialect of Kalam)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators
kmk	E:\Work\eBible\projects\kmk\copr.htm	Limos Kalinga (Kalinga, Limos)		Ugud apudyus = Ti baro tulag	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2003	Translation by: Wycliffe Bible Translators
kmo	E:\Work\eBible\projects\kmo\copr.htm	Washkuk (Kwoma)	Kwoma or Washkuk		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1974	Translation by: Wycliffe Bible Translators
