languageCode,translationId,script,Count - script,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_extract_original_filename,status_last_error,status_inferred_versification,,File exists in scripture folder,MT\Scripture filename,Comparison,,,Files in Scripture Folder
nkr,nkr,Nukuoro,Nukuoro,,ebible.org,De Beebaa Dabu,The Holy Bible in the Nukuoro language of Micronesia,False,"Copyright © 2022 Wycliffe Bible Translators, Inc.",2025-03-14,http://ebible.org/nkr/,32,893,22579,0,0,0,0,0,0,NKRWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nkr2022eb,,ltr,True,Gentium Plus,The Holy Bible in the Nukuoro language of Micronesia,,Latin,2025-03-14,nkr,C:\ebible_data\private_projects\nkr\copr.htm,Nukuoro,,De Beebaa Dabu,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2022,,2025-04-30,C:\ebible_data\downloads\nkr--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\nkr,2025-04-30,C:\ebible_data\private_corpus\nkr.txt,2025-04-30,2025-05-07,nkr.txt,,4,,#N/A,,,,,ata-ata.txt
nld,nldJongbloed,Nederlands,Nederlands,,,Statenvertaling (Jongbloed editie),Dutch: Statenvertaling (Jongbloed editie) (Bible),False,Copyright © 2018 Royal Jongbloed,2024-01-18,http:///nldJongbloed/,39,929,23214,27,260,7959,0,0,0,NLDJONGBLOED,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nldJongbloedeb,,ltr,False,Gentium,Dutch: Statenvertaling (Jongbloed editie) (Bible),,Latin,2020-12-01,,,,,,,,,,,,,,,,,C:\ebible_data\private_corpus\nld-nldJongbloed.txt,,,,,,,#N/A,,,,,abx-abxNT.txt
nld,nld,Nederlands,Dutch,,ebible.org,De Heilige Schrift 1917,"The Holy Bible in Dutch, 1917",True,public domain,2023-01-23,http://ebible.org/nld/,39,929,23145,27,260,7957,0,0,0,NLD,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nld1917eb,,ltr,True,DejaVu Serif,Dutch Bible 1917,,Latin,2023-01-23,nld,C:\ebible_data\projects\nld\copr.htm,,,De Heilige Schrift 1917,Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\nld--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nld,2025-05-01,C:\ebible_data\corpus\nld.txt,2025-05-01,2025-05-10,nld-nld.txt,,4,,#N/A,,,,,anp-AngOT_2023_07_31.txt
nld,nldnbg,Nederlandse taal,Dutch,,ebible.org,NBG-vertaling 1951,"The Holy Bible in Dutch, NBG 1951 translation.",True,Copyright © 2024 Jantinus Daling,2024-08-13,http://ebible.org/nldnbg/,39,929,23210,27,260,7966,0,0,0,NLDNBG,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nldnbg1951eb,,ltr,True,Gentium Plus,Dutch NBG 1951 Bible,,Latin,2025-04-01,nldnbg,C:\ebible_data\projects\nldnbg\copr.htm,Nederlandse taal (Dutch),,NBG-vertaling 1951,Unknown,,,Jantinus Daling,copyright © 2024,,2025-05-01,C:\ebible_data\downloads\nldnbg--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nldnbg,2025-05-01,C:\ebible_data\corpus\nldnbg.txt,2025-05-01,2025-05-10,nld-nldnbg.txt,,4,,#N/A,,,,,anp-AngOT_2023_09_05.txt
nld,nld1939,Nederlandse taal,Dutch,,ebible.org,"De Heilige Schrift, Petrus Canisiusvertaling, 1939","The Holy Bible in Dutch, Petrus Canisius translation, 1939",True,public domain,2024-08-06,http://ebible.org/nld1939/,38,917,22787,27,260,7956,8,151,4592,NLD1939,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nld1939eb,,ltr,True,Gentium Plus,"Dutch Bible, Petrus Canisius",,Latin,2024-08-07,nld1939,C:\ebible_data\projects\nld1939\copr.htm,,,"De Heilige Schrift, Petrus Canisiusvertaling, 1939",Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\nld1939--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nld1939,2025-05-01,C:\ebible_data\corpus\nld1939.txt,2025-05-01,2025-05-10,nld-nld1939.txt,,4,,#N/A,,,,,ars-arsNAJ_2024_09_18.txt
nlg,nlg,Gela,Gela,,ebible.org,Na Rongorongo Uto nina Jesus Christ,Portions of the Holy Bible in the Gela language of the Solomon Islands,True,"Copyright © 2015 Wycliffe Bible Translators, Inc.",2021-11-30,http://ebible.org/nlg/,9,308,6685,27,260,7932,0,0,0,NLGWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nlg2015eb,,ltr,True,Gentium Plus,Gela Bible,,Latin,2021-11-30,nlg,C:\ebible_data\projects\nlg\copr.htm,Gela,,Na Rongorongo Uto nina Jesus Christ,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2015,,2025-05-01,C:\ebible_data\downloads\nlg--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nlg,2025-05-01,C:\ebible_data\corpus\nlg.txt,2025-05-01,2025-05-10,nlg-nlg.txt,,4,,3123,,,,,bap-BART_2023_05_29_nojoiners.txt
nlx,nlx,Nahali,Nahali,,,खेरलो वचन,Nahali: खेरलो वचन (Bible),False,Copyright ©  The Word for the World International,2024-02-11,http:///nlx/,0,0,0,27,260,7959,0,0,0,NLXTWF,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nlxeb,,ltr,False,FreeSerif,Nahali: खेरलो वचन (Bible),,Devanagari,2023-04-14,,,,,,,,,,,,,,,,,C:\ebible_data\private_corpus\nlx-nlx.txt,,,,,,,#N/A,,,,,ckb-OpenBible_Kurdi_Sorani.txt
nmw,nmws,Saisai,Nimoa,Rifao,png.bible,Metiu ge Efeso,"Matthew and Ephesians in the Saisai dialect of the Rifao language, formerly called the Nimowa language, of Papua New Guinea",True,"Copyright © 2016 Wycliffe Bible Translators, inc.",2023-08-25,http://png.bible/nmws/,0,0,0,2,34,1221,0,0,0,NMWSWB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nmws2016eb,,ltr,True,Gentium Plus,Saisai Matthew + Ephesians,,Latin,2023-08-25,nmws,C:\ebible_data\projects\nmws\copr.htm,Saisai (Nimoa),Rifao,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, inc.",copyright © 2016,,2025-05-01,C:\ebible_data\downloads\nmws--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nmws,2025-05-01,C:\ebible_data\corpus\nmws.txt,2025-05-01,2025-05-10,nmw-nmws.txt,,1,,#N/A,,,,,en-Mangghuar_BT_2024-02-13.txt
nna,nna,Nyangumarta,Nyangumarta,,ebible.org,Nyangumarta Bible,Portions of the Holy Bible in the Nyangumarta language of Australia,True,"Copyright © 1980-2010 Wycliffe Bible Translators, Inc.",2021-11-12,http://ebible.org/nna/,8,70,1447,19,64,709,0,0,0,NNAWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nna2010eb,,ltr,True,DejaVu Serif,Nyangumarta Bible,,Latin,2020-04-07,nna,C:\ebible_data\projects\nna\copr.htm,Nyangumarta,,Nyangumarta Bible,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.","Bible translation copyright © 1980-2010 Wycliffe Bible Translators, Inc.
Reader Series (book XXC) copyright © 1996 Bible Society Australia. Bible overview (XXA) copyright © 1996 Mission Publications of Australia (PO Box 21, Lawson NSW 2783)",,2025-05-01,C:\ebible_data\downloads\nna--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nna,2025-05-01,C:\ebible_data\corpus\nna.txt,2025-05-01,2025-05-10,nna-nna.txt,,4,,#N/A,,,,,bar-bBar_2024_07_04.txt
nnq,nnq,Ngindo,Ngindo,,ebible.org,Ngindo New Testament 2015,"The New Testament in the Ngindo language of Tanzania, 2015",True,Copyright © 2015 The Word for the World,2018-02-06,http://ebible.org/nnq/,0,0,0,27,260,7959,0,0,0,NNQTWF,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nnq2016eb,,ltr,True,DejaVu Serif,Ngindo New Testament,,Latin,2018-02-07,nnq,C:\ebible_data\projects\nnq\copr.htm,Ngindo,,Ngindo New Testament 2015,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,The Word for the World,copyright © 2015,Translation by: The Word for the World,2025-05-01,C:\ebible_data\downloads\nnq--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nnq,2025-05-01,C:\ebible_data\corpus\nnq.txt,2025-05-01,2025-05-10,nnq-nnq.txt,,4,,#N/A,,,,,en-Mangghuar_BT_2024-03-06.txt
nnw,nnw,"Nuni, Southern","Nuni, Southern",,ebible.org,Yɩɩ sʋywáŋʋ́ sagɩ,"Nuni, Southern: Yɩɩ sʋywáŋʋ́ sagɩ New Testament",False,"Copyright © 1999 Wycliffe Bible Translators, Inc.",2020-11-30,http://ebible.org/nnw/,0,0,0,27,260,7893,0,0,0,NNWWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nnw1999eb,,ltr,True,DejaVu Serif,Southern Nuni NT,,Latin,2020-12-01,nnw,C:\ebible_data\private_projects\nnw\copr.htm,"Nuni, Southern",,Yɩɩ sʋywáŋʋ́ sagɩ,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 1999,,2025-04-30,C:\ebible_data\downloads\nnw--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\nnw,2025-04-30,C:\ebible_data\private_corpus\nnw.txt,2025-04-30,2025-05-07,nnw.txt,,4,,#N/A,,,,,cko-cko.txt
noa,noaE,Woun Meu,Woun Meu,alternate spelling,ebible.org,Ẽwandam Iek,New Testament in Woun Meu,True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/noaE/,0,0,0,27,260,7884,0,0,0,NOAWBE,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,noaE2011eb,,ltr,True,Gentium Plus,Woun Meu NT,978-1-5313-0488-1,Latin,2014-07-29,noaE,C:\ebible_data\projects\noaE\copr.htm,Woun Meu,alternate spelling,Ẽwandam Iek,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\noaE--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\noaE,2025-05-01,C:\ebible_data\corpus\noaE.txt,2025-05-01,2025-05-10,noa-noaE.txt,,4,,#N/A,,,,,en-MatuBT_2025_03_12.txt
noa,noaH,Woun Meu,Woun Meu,standard spelling,ebible.org,Hẽwandam Hiek,New Testament in Woun Meu,True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/noaH/,0,0,0,27,260,7884,0,0,0,NOAWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,noaH2011eb,,ltr,True,Gentium,Woun Meu NT,978-1-5313-0489-8,Latin,2014-07-29,noaH,C:\ebible_data\projects\noaH\copr.htm,Woun Meu,standard spelling,Hẽwandam Hiek,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\noaH--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\noaH,2025-05-01,C:\ebible_data\corpus\noaH.txt,2025-05-01,2025-05-10,noa-noaH.txt,,4,,#N/A,,,,,en-MBT_2024_05_21.txt
nob,noblb,Norsk: Bokmål,Norwegian,,ebible.org,Biblica® Open En Levende Bok: Det Nye Testamentet,The Holy Bible in Norwegian Bokmål: Biblica® Open En Levende Bok: Det Nye Testamentet,True,"Copyright © 2005 Biblica, Inc.",2023-04-13,http://ebible.org/noblb/,0,0,0,27,260,7748,0,0,0,NOBLBB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,noblb2005eb,,ltr,True,DejaVu Serif,Norwegian Living NT,,Latin,2023-04-14,noblb,C:\ebible_data\projects\noblb\copr.htm,Norsk: Bokmål (Norwegian),,Biblica® Open En Levende Bok: Det Nye Testamentet,by-sa,4,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.",copyright © 2005,,2025-05-01,C:\ebible_data\downloads\noblb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\noblb,2025-05-01,C:\ebible_data\corpus\noblb.txt,2025-05-01,2025-05-10,nob-noblb.txt,,4,,#N/A,,,,,en-MBT_2024_10_14.txt
nod,nod,"Thai, Northern","Thai, Northern",,ebible.org,พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม,"Thai, Northern: พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม New Testament",False,"Copyright © 2017 Wycliffe Bible Translators, Inc.",2020-11-30,http://ebible.org/nod/,0,0,0,27,260,7937,0,0,0,NODWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nod2017eb,101,ltr,True,Noto Serif Thai,"Thai, Northern: พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม New Testament",,Thai,2020-12-01,nod,C:\ebible_data\private_projects\nod\copr.htm,"(Thai, Northern)",,พระคริสตธรรมคัมภีร ภาคพันธสัญญาใหม,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2017,,2025-04-30,C:\ebible_data\downloads\nod--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\nod,2025-04-30,C:\ebible_data\private_corpus\nod.txt,2025-04-30,2025-05-07,nod.txt,,4,,#N/A,,,,,cko-CKOu.txt
nop,nop,Numaŋgaŋ,Numanggang,,png.bible,Bepaŋ'Walaŋ Folofolok Kobuli,"Genesis, Exodus, Psalms, and the New Testament in the Numanggang Language of Papua New Guinea",True,"Copyright © 2005 Wycliffe Bible Translators, Inc.",2016-08-30,http://png.bible/nop/,2,200,3966,27,260,7884,0,0,0,NOPNTT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nop2005eb,,ltr,True,Andika,Numanggang Bible,978-1-5313-0490-4,Latin,2020-10-09,nop,C:\ebible_data\projects\nop\copr.htm,Numaŋgaŋ (Numanggang),,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2005,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nop--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nop,2025-05-01,C:\ebible_data\corpus\nop.txt,2025-05-01,2025-05-10,nop-nop.txt,,4,,3144,,,,,big-bigNT.txt
not,notNT,Nomatsiguenga,Nomatsiguenga,,ebible.org,Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito,New Testament in Nomatsiguenga (PE:not:Nomatsiguenga),True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/notNT/,0,0,0,27,260,7846,0,0,0,NOTWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,not2008eb,,ltr,True,Gentium,Nomatsiguenga NT,978-1-5313-0491-1,Latin,2014-05-01,notNT,C:\ebible_data\projects\notNT\copr.htm,Nomatsiguenga,,Irinibare Tosorintsi Ocomantëgotëri Antigomi Jesoquirisito,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\notNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\notNT,2025-05-01,C:\ebible_data\corpus\notNT.txt,2025-05-01,2025-05-10,not-notNT.txt,,4,,3149,,,,,en-Mbt2_2023_12_11.txt
nou,nou,Ewage-Notu,Ewage-Notu,,png.bible,BINGA EWAMEI IESU KERISO DA JAWO DA,The New Testament in the Ewage-Notu Language of Papua New Guinea,True,"Copyright © 1987 Wycliffe Bible Translators, Inc.",2012-01-19,http://png.bible/nou/,0,0,0,27,260,7761,0,0,0,NOUTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nou1987eb,,ltr,True,Andika,Ewage-Notu NT,978-1-5313-0492-8,Latin,2020-10-09,nou,C:\ebible_data\projects\nou\copr.htm,Ewage-Notu,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1987,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nou--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nou,2025-05-01,C:\ebible_data\corpus\nou.txt,2025-05-01,2025-05-10,nou-nou.txt,,4,,#N/A,,,,,en-Mbt2_2024_07_06.txt
npi,npi2010,नेपाली,Nepali,,eBible.org,"The Holy Bible, Easy Reading Version, in Nepali","The Holy Bible, Easy Reading Version, in Nepali",False,Copyright © 1999-2010 World Bible Translation Center,2013-11-06,http://eBible.org/npi2010/,39,929,22951,27,260,7905,0,0,0,NEPWTC,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,npi2010eb,,ltr,True,Akshar Unicode,Nepali Easy Reading Version,,Nepali,2020-10-09,npi2010,C:\ebible_data\private_projects\npi2010\copr.htm,नेपाली (Nepali),,,Public Domain,,,Public Domain,,Translation by: World Bible Translation Center,2025-04-30,C:\ebible_data\downloads\npi2010--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\npi2010,2025-04-30,C:\ebible_data\private_corpus\npi2010.txt,2025-04-30,2025-05-07,npi2010.txt,,4,,#N/A,,,,,aby-aby.txt
npi,npioncb,नेपाली,नेपाली,,ebible.org,Biblica® नेपाली समकालीन सर्वसुलभ संस्करण,Nepali: Biblica® नेपाली समकालीन सर्वसुलभ संस्करण (Bible),True,"Copyright © 1998, 2006, 2021, 2024 Biblica, Inc.",2025-01-02,http://ebible.org/npioncb/,39,929,23140,27,260,7954,0,0,0,NPINCB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,npioncb2024eb,,ltr,True,Akshar Unicode,Nepali Contemporary Bible,,Latin,2025-01-02,npioncb,C:\ebible_data\projects\npioncb\copr.htm,नेपाली,,Biblica® नेपाली समकालीन सर्वसुलभ संस्करण,by-sa,4,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.","copyright © 1998, 2006, 2021, 2024",,2025-05-01,C:\ebible_data\downloads\npioncb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\npioncb,2025-05-01,C:\ebible_data\corpus\npioncb.txt,2025-05-01,2025-05-10,npi-npioncb.txt,,4,,#N/A,,,,,anpL-Ang_2023_05_26_Latn.txt
npi,npiulb,नेपाली,Nepali,,ebible.org,पवित्र बाइबल,"The Holy Bible in the Nepali language, Unlocked Literal Bible translation.",True,Copyright © 2019 Door43 World Missions Community,2020-06-10,http://ebible.org/npiulb/,39,929,23145,27,260,7957,0,0,0,NPIULB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,npiulb2019eb,,ltr,True,Akshar Unicode,Nepali Bible,,Latin,2019-07-26,npiulb,C:\ebible_data\projects\npiulb\copr.htm,नेपाली (Nepali),,पवित्र बाइबल,by-sa,4,http://creativecommons.org/licenses/by-sa/4.0/,Door43 World Missions Community,copyright © 2019,Translation by: Door43 World Missions Community,2025-05-01,C:\ebible_data\downloads\npiulb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\npiulb,2025-05-01,C:\ebible_data\corpus\npiulb.txt,2025-05-01,2025-05-10,npi-npiulb.txt,,4,,3199,,,,,anu-AnyuB.txt
npl,nplNT,"Nahuatl, Southeastern Puebla","Nahuatl, Southeastern Puebla",,ebible.org,Itlajtol Totajtsi Dios,"New Testament in Nahuatl, Southeastern Puebla (MX:npl:Nahuatl, Southeastern Puebla)",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/nplNT/,0,0,0,27,260,7958,0,0,0,NPLWYI,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,npl2011eb,,ltr,True,Gentium,Southeastern Puebla Nahuatl NT,978-1-5313-0493-5,Latin,2014-05-01,nplNT,C:\ebible_data\projects\nplNT\copr.htm,"Nahuatl, Southeastern Puebla",,Itlajtol Totajtsi Dios,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\nplNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nplNT,2025-05-01,C:\ebible_data\corpus\nplNT.txt,2025-05-01,2025-05-10,npl-nplNT.txt,,4,,3229,,,,,en-Mbt2_2024_11_28.txt
nrz,nrz,Nara,Lala,Nara,png.bible,Luva'ana'i Namana Makamakana,The New Testament in the Nara language of Papua New Guinea,True,Copyright © 2024 Global Bible Translators,2025-03-21,http://png.bible/nrz/,0,0,0,27,260,7957,0,0,0,NRZNAR,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nrz2[24eb,,ltr,True,Gentium Plus,Nara NT,,Latin,2025-03-21,nrz,C:\ebible_data\projects\nrz\copr.htm,Nara (Lala),Nara,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,Global Bible Translators,copyright © 2024,Translation by: GBT,2025-05-01,C:\ebible_data\downloads\nrz--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nrz,2025-05-01,C:\ebible_data\corpus\nrz.txt,2025-05-01,2025-05-10,nrz-nrz.txt,,4,,#N/A,,,,,en-Mbt2_2025_02_22.txt
nsn,nsn,Nehan,Nehan,,png.bible,Nehan New Testament,"The New Testament in the Nehan Language of the Autonomous Region of Bougainville, Papua New Guinea",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2012-01-19,http://png.bible/nsn/,0,0,0,27,260,7894,0,0,0,NSNWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nsn2011eb,,ltr,True,Andika,Nehan NT,978-1-5313-0494-2,Latin,2020-10-09,nsn,C:\ebible_data\projects\nsn\copr.htm,Nehan,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\nsn--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nsn,2025-05-01,C:\ebible_data\corpus\nsn.txt,2025-05-01,2025-05-10,nsn-nsn.txt,,4,,#N/A,,,,,en-Mbt2_2025_03_29.txt
nss,nss,Nali,Nali,,png.bible,Nongan Hiyan,Portions of the Holy Bible in the Nali Language of Papua New Guinea,True,"Copyright © 2008, 2012, 2020 PNG Bible Translation Association",2025-03-24,http://png.bible/nss/,1,50,1529,11,150,5382,0,0,0,NSSWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,nss2012eb,,ltr,True,Andika,Nali Bible,978-1-5313-0495-9,Latin,2025-03-24,nss,C:\ebible_data\projects\nss\copr.htm,Nali,,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,PNG Bible Translation Association,"copyright © 2008, 2012, 2020",Translation by: PNG Bible Translation Association,2025-05-01,C:\ebible_data\downloads\nss--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\nss,2025-05-01,C:\ebible_data\corpus\nss.txt,2025-05-01,2025-05-10,nss-nss.txt,,4,,3240,,,,,bov-BOV.txt
nsu,nsu,Nahuatl,Nahuatl,,ebible.org,Itlajtol Totajtzin Dios,"Nahuatl, Sierra Negra: Itlajtol Totajtzin Dios New Testament",False,"Copyright © 2017 Wycliffe Bible Translators, Inc.",2020-11-30,http://ebible.org/nsu/,0,0,0,27,260,7943,0,0,0,NSUWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,nsu2017eb,,ltr,True,DejaVu Serif,Sierra Negra Nahuatl NT,,Latin,2020-12-01,nsu,C:\ebible_data\private_projects\nsu\copr.htm,Nahuatl,,Itlajtol Totajtzin Dios,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2017,,2025-04-30,C:\ebible_data\downloads\nsu--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\nsu,2025-04-30,C:\ebible_data\private_corpus\nsu.txt,2025-04-30,2025-05-07,nsu.txt,,4,,#N/A,,,,,cle-cleNT.txt
ntj,ntj,Ngaanyatjarra,Ngaanyatjarra,,ebible.org,Mama Kuurrku Wangka,The New Testament and Old Testament portions in the Ngaanyatjarra language of Central Australia,True,Copyright © 2007 Bible Society of Australia,2021-11-12,http://ebible.org/ntj/,23,242,3802,27,260,7776,0,0,0,NTJBSA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ntj2007eb,,ltr,True,DejaVu Serif,Ngaanyatjarra Shorter Bible,,Latin,2019-05-15,ntj,C:\ebible_data\projects\ntj\copr.htm,Ngaanyatjarra,,Mama Kuurrku Wangka,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,Bible Society of Australia,copyright © 2007,,2025-05-01,C:\ebible_data\downloads\ntj--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ntj,2025-05-01,C:\ebible_data\corpus\ntj.txt,2025-05-01,2025-05-10,ntj-ntj.txt,,4,,#N/A,,,,,avn-avnDBLnt.txt
ntp,ntpNT,"Tepehuan, Northern","Tepehuan, Northern",,ebible.org,Diuusi ñiooquidʌ utuducami oodamicʌdʌ,"New Testament in Tepehuan, Northern (MX:ntp:Tepehuan, Northern)",True,"Copyright © 1981 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/ntpNT/,0,0,0,27,260,7763,0,0,0,NTPTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ntp1981eb,,ltr,True,Gentium Plus,Northern Tepehuan NT,978-1-5313-0496-6,Latin,2014-05-01,ntpNT,C:\ebible_data\projects\ntpNT\copr.htm,"Tepehuan, Northern",,Diuusi ñiooquidʌ utuducami oodamicʌdʌ,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1981,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\ntpNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ntpNT,2025-05-01,C:\ebible_data\corpus\ntpNT.txt,2025-05-01,2025-05-10,ntp-ntpNT.txt,,4,,3244,,,,,en-MBTBT_X.txt
